"Message",Normal,"'C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\x86\ilc\tools\Gatekeeper.exe @""C:\Users\adria\Documents\Przypomnienia\Reminder_beta\obj\x86\Release\ilc\intermediate\gkargs.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |       32 |     1766 |     1782 |     1734 |     1782 | [0] Gatekeeper"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       1782 ms"
"Message",Normal,"System time per command: 1782 ms"
"Message",Normal,"Total duration:          1734 ms"
"Message",Normal,"Total lifetime:          1782 ms"
"Message",Normal,"Requested DOP:           4"
"Message",Normal,"Duration DOP:            1,0"
"Message",Normal,"Lifetime DOP:            1,0"
"Message",Low,"Wykonywanie zadania „StartProcessTask” zakończone."
"Message",Low,"Wykonano kompilowanie elementu docelowego „RunGatekeeper” w projekcie „Unnamed_1”."
"Message",Low,"Element docelowy „LogAppContextSwitches” w pliku „C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\x86\ilc\IlcInternals.targets” z projektu „C:\Users\adria\Documents\Przypomnienia\Reminder_beta\Unnamed_1” (zależy od niego element docelowy „SetMainTargetPaths”):"
"Message",Low,"Używanie zadania „Message” z zestawu „Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a”."
"Message",Low,"Zadanie „Message”"
"Message",Normal,"AppContextSwitch: ''"
"Message",Low,"Wykonywanie zadania „Message” zakończone."
"Message",Low,"Wykonano kompilowanie elementu docelowego „LogAppContextSwitches” w projekcie „Unnamed_1”."
"Message",Low,"Element docelowy „SetMainTargetPaths” w pliku „C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\x86\ilc\IlcInternals.targets” z projektu „C:\Users\adria\Documents\Przypomnienia\Reminder_beta\Unnamed_1” (zależy od niego element docelowy „CopyNativeExecutablesToOutput”):"
"Message",Low,"Wykonano kompilowanie elementu docelowego „SetMainTargetPaths” w projekcie „Unnamed_1”."
"Message",Low,"Pominięto element docelowy „GenerateFakeExe” z powodu fałszywego warunku; (!Exists('@(InputILTarget)')) oszacowano jako (!Exists('C:\Users\adria\Documents\Przypomnienia\Reminder_beta\obj\x86\Release\ilc\in\Reminder_beta.exe'))."
"Message",Low,"Pominięto element docelowy „InjectCoreLibTypeForwards” z powodu fałszywego warunku; ('$(UseSharedAssemblies)' != 'true') oszacowano jako ('true' != 'true')."
"Message",Low,"Element docelowy „InjectWindowsRuntimeTypeForwards” w pliku „C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\x86\ilc\IlcInternals.targets” z projektu „C:\Users\adria\Documents\Przypomnienia\Reminder_beta\Unnamed_1” (zależy od niego element docelowy „RunILTransforms”):"
"Message",Low,"Używanie zadania „MakeDir” z zestawu „Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a”."
"Message",Low,"Zadanie „MakeDir”"
"Message",Normal,"Tworzenie katalogu „C:\Users\adria\Documents\Przypomnienia\Reminder_beta\obj\x86\Release\ilc\intermediate\TransformedSRWR\”."
"Message",Low,"Wykonywanie zadania „MakeDir” zakończone."
"Message",Low,"Używanie zadania „ILTransformTask” z zestawu „Microsoft.Build.ILTasks”."
"Message",Low,"Zadanie „ILTransformTask”"
"Message",Normal,"Running 'InjectWindowsRuntimeTypeForwards' transform, heap at 8 MB."
"Message",Normal,"Running 'WriteAssemblies' transform, heap at 14 MB."
"Message",Normal,""
"Message",Normal,"Transform summary"
"Message",Normal,"    ms | heap delta | name"
"Message",Normal,"   821 |          6 | InjectWindowsRuntimeTypeForwards"
"Message",Normal,"   787 |          2 | WriteAssemblies"
"Message",Low,"Wykonywanie zadania „ILTransformTask” zakończone."
"Message",Low,"Wykonano kompilowanie elementu docelowego „InjectWindowsRuntimeTypeForwards” w projekcie „Unnamed_1”."
"Message",Low,"Pominięto element docelowy „InjectCoreLibTypeForwards” z powodu fałszywego warunku; ('$(UseSharedAssemblies)' != 'true') oszacowano jako ('true' != 'true')."
"Message",Low,"Element docelowy „PreResolveTransforms” w pliku „C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\x86\ilc\IlcInternals.targets” z projektu „C:\Users\adria\Documents\Przypomnienia\Reminder_beta\Unnamed_1” (zależy od niego element docelowy „RunILTransforms”):"
"Message",Low,"Ukończono kompilowanie elementu docelowego „PreResolveTransforms”."
"Message",Low,"Plik wyjściowy „C:\Users\adria\Documents\Przypomnienia\Reminder_beta\obj\x86\Release\ilc\intermediate\PreMergeILTransformed\Reminder_beta.exe” nie istnieje."
"Message",Low,"Zadanie „MakeDir”"
"Message",Normal,"Tworzenie katalogu „C:\Users\adria\Documents\Przypomnienia\Reminder_beta\obj\x86\Release\ilc\intermediate\PreMergeILTransformed\”."
"Message",Low,"Wykonywanie zadania „MakeDir” zakończone."
"Message",Low,"Zadanie „Message”"
"Message",Normal,"Running AssemblyClosureTask in PreResolveTransforms"
"Message",Low,"Wykonywanie zadania „Message” zakończone."
"Message",Low,"Używanie zadania „AssemblyClosureTask” z zestawu „Microsoft.Build.ILTasks”."
"Message",Low,"Zadanie „AssemblyClosureTask”"
"Message",Low,"Wykonywanie zadania „AssemblyClosureTask” zakończone."
"Message",Low,"Zadanie „ILTransformTask”"
"Message",Normal,"Running 'ResolveSelfReferences' transform, heap at 24 MB."
"Message",Normal,"Running 'RemoveDuplicateMembers' transform, heap at 38 MB."
"Message",Normal,"Running 'PortableLib' transform, heap at 38 MB."
"Message",Normal,"Running 'WriteAssemblies' transform, heap at 42 MB."
"Message",Normal,""
"Message",Normal,"Transform summary"
"Message",Normal,"    ms | heap delta | name"
"Message",Normal,"   198 |          4 | PortableLib"
"Message",Normal,"   195 |         14 | ResolveSelfReferences"
"Message",Normal,"   179 |          2 | WriteAssemblies"
"Message",Normal,"     1 |          0 | RemoveDuplicateMembers"
"Message",Low,"Wykonywanie zadania „ILTransformTask” zakończone."
"Message",Low,"Używanie zadania „Copy” z zestawu „Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a”."
"Message",Low,"Zadanie „Copy”"
"Message",Normal,"Kopiowanie pliku z „C:\Users\adria\Documents\Przypomnienia\Reminder_beta\obj\x86\Release\ilc\in\Reminder_beta.pdb” do „C:\Users\adria\Documents\Przypomnienia\Reminder_beta\obj\x86\Release\ilc\intermediate\PreMergeILTransformed\Reminder_beta.pdb”."
"Message",Low,"Wykonywanie zadania „Copy” zakończone."
"Message",Low,"Zadanie „Copy”"
"Message",Normal,"Kopiowanie pliku z „C:\Users\adria\Documents\Przypomnienia\Reminder_beta\obj\x86\Release\ilc\in\Reminder_beta.exe” do „C:\Users\adria\Documents\Przypomnienia\Reminder_beta\obj\x86\Release\ilc\intermediate\PreMergeILTransformed\Reminder_beta.exe”."
"Message",Low,"Wykonywanie zadania „Copy” zakończone."
"Message",Low,"Pominięto zadanie „Copy” z powodu fałszywego warunku; ('$(HasMcgPatchDlls)'=='true') oszacowano jako (''=='true')."
"Message",Low,"Wykonano kompilowanie elementu docelowego „PreResolveTransforms” w projekcie „Unnamed_1”."
"Message",Low,"Element docelowy „InitInputResourceName” w pliku „C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\x86\ilc\IlcInternals.targets” z projektu „C:\Users\adria\Documents\Przypomnienia\Reminder_beta\Unnamed_1” (zależy od niego element docelowy „RunILTransforms”):"
"Message",Low,"Pominięto zadanie „ResolveFilePathTask” z powodu fałszywego warunku; ('$(InputPath)' != '' and Exists('$(InputPath)\obj\')) oszacowano jako ('C:\Users\adria\Documents\Przypomnienia\Reminder_beta\obj\x86\Release\ilc\in' != '' and Exists('C:\Users\adria\Documents\Przypomnienia\Reminder_beta\obj\x86\Release\ilc\in\obj\'))."
"Message",Low,"Używanie zadania „ResolveFilePathTask” z zestawu „Microsoft.Build.ILTasks”."
"Message",Low,"Zadanie „ResolveFilePathTask”"
"Message",Low,"Wykonywanie zadania „ResolveFilePathTask” zakończone."
"Message",Low,"Wykonano kompilowanie elementu docelowego „InitInputResourceName” w projekcie „Unnamed_1”."
"Message",Low,"Pominięto element docelowy „PreResolveTransforms”. Wcześniejsza kompilacja powiodła się."
"Message",Low,"Element docelowy „SetForSharedInputs” w pliku „C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\x86\ilc\IlcInternals.targets” z projektu „C:\Users\adria\Documents\Przypomnienia\Reminder_beta\Unnamed_1” (zależy od niego element docelowy „ResolveInitialReferences”):"
"Message",Low,"Ukończono kompilowanie elementu docelowego „SetForSharedInputs”."
"Message",Low,"Nie określono plików wejściowych."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyListPath)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\SharedAssemblyList.txt'))."
"Message",Low,"Używanie zadania „ReadLinesFromFile” z zestawu „Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a”."
"Message",Low,"Zadanie „ReadLinesFromFile”"
"Message",Low,"Wykonywanie zadania „ReadLinesFromFile” zakończone."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\SharedAssemblyILMergeInfo.csv'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\SharedLibrary.iltransformtoc.ildll'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Collections.iltoc'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Collections.Concurrent.iltoc'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Diagnostics.Tracing.iltoc'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Dynamic.Runtime.iltoc'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.IO.iltoc'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Linq.iltoc'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Linq.Expressions.iltoc'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.ObjectModel.iltoc'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.CoreLib.iltoc'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Interop.iltoc'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Reflection.iltoc'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Reflection.Core.iltoc'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Reflection.Execution.iltoc'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Reflection.Metadata.iltoc'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Threading.iltoc'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.TypeLoader.iltoc'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Uri.iltoc'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Reflection.Extensions.iltoc'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Reflection.Primitives.iltoc'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Reflection.TypeExtensions.iltoc'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Resources.ResourceManager.iltoc'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Runtime.Extensions.iltoc'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Runtime.Implementation.iltoc'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Text.RegularExpressions.iltoc'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.SharedLibrary.Interop.Generated.iltoc'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Collections.iltocpdb'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Collections.Concurrent.iltocpdb'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Diagnostics.Tracing.iltocpdb'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Dynamic.Runtime.iltocpdb'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.IO.iltocpdb'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Linq.iltocpdb'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Linq.Expressions.iltocpdb'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.ObjectModel.iltocpdb'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.CoreLib.iltocpdb'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Interop.iltocpdb'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Reflection.iltocpdb'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Reflection.Core.iltocpdb'))."
"Message",Low,"Pominięto zadanie „IlcErrorTask” z powodu fałszywego warunku; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) oszacowano jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Reflection.Execution.iltocpdb'))."
